Row ID,pur_ID,date,trans_mode,cust_ID,prod_ID,sales,items,price,promo
2160,CA-2016-159737,2016-09-03T00:00:00Z,Standard Class,CS-11950,OFF-BI-10004236,8.808,3,2.936,0.8
2161,CA-2016-141019,2016-05-14T00:00:00Z,Same Day,LH-17155,FUR-FU-10002937,79.384,1,79.384,0.2
2162,CA-2016-101938,2016-01-07T00:00:00Z,Standard Class,DW-13480,OFF-AR-10003696,34.58,1,34.58,0
2163,CA-2017-166296,2017-03-13T00:00:00Z,Standard Class,KF-16285,OFF-PA-10004359,314.55,3,104.85,0
2164,CA-2016-154018,2016-10-13T00:00:00Z,Standard Class,HA-14920,TEC-AC-10002402,191.976,3,63.992,0.2
2165,CA-2016-154018,2016-10-13T00:00:00Z,Standard Class,HA-14920,OFF-PA-10000551,8.288,2,4.144,0.2
2166,CA-2016-154018,2016-10-13T00:00:00Z,Standard Class,HA-14920,FUR-FU-10003394,139.92,5,27.984,0.6
2167,CA-2016-154018,2016-10-13T00:00:00Z,Standard Class,HA-14920,OFF-AR-10002067,15.872,1,15.872,0.2
2168,CA-2016-154018,2016-10-13T00:00:00Z,Standard Class,HA-14920,OFF-BI-10004140,6.286,7,0.898,0.8
2169,CA-2017-117870,2017-01-27T00:00:00Z,Second Class,JH-15820,OFF-AR-10004078,14.016,3,4.672,0.2
2170,CA-2017-117870,2017-01-27T00:00:00Z,Second Class,JH-15820,TEC-AC-10000927,71.976,3,23.992,0.2
2171,CA-2017-117870,2017-01-27T00:00:00Z,Second Class,JH-15820,TEC-PH-10003931,107.982,3,35.994,0.4
2172,US-2017-137491,2017-11-19T00:00:00Z,Standard Class,LC-16930,FUR-CH-10004675,305.312,2,152.656,0.3
2173,CA-2014-152296,2014-08-01T00:00:00Z,First Class,IL-15100,OFF-BI-10004506,19.752,3,6.584,0.2
2174,CA-2016-112025,2016-07-30T00:00:00Z,Standard Class,LS-16975,OFF-BI-10002353,9.264,3,3.088,0.8
2175,CA-2015-132507,2015-07-30T00:00:00Z,Second Class,CC-12610,OFF-ST-10000943,61.792,4,15.448,0.2
2176,CA-2016-125738,2016-10-15T00:00:00Z,Standard Class,PB-18805,OFF-PA-10000740,45.68,2,22.84,0
2177,CA-2016-125738,2016-10-15T00:00:00Z,Standard Class,PB-18805,OFF-PA-10003001,60.12,9,6.68,0
2178,CA-2016-125738,2016-10-15T00:00:00Z,Standard Class,PB-18805,OFF-BI-10001628,41.72,5,8.344,0.2
2179,CA-2016-125738,2016-10-15T00:00:00Z,Standard Class,PB-18805,OFF-PA-10001509,71.6,8,8.95,0
2180,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,OFF-BI-10000309,85.232,7,12.176,0.2
2181,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,OFF-LA-10003923,44.4,3,14.8,0
2182,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,FUR-CH-10002084,442.764,4,110.691,0.1
2183,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,TEC-MA-10000488,3999.95,5,799.99,0
2184,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,TEC-AC-10001767,199.95,5,39.99,0
2185,CA-2016-128818,2016-05-07T00:00:00Z,Standard Class,CJ-12010,FUR-FU-10001940,63.68,8,7.96,0
2186,CA-2017-124576,2017-08-01T00:00:00Z,Second Class,HK-14890,OFF-BI-10002735,54.896,2,27.448,0.2
2187,CA-2016-101378,2016-07-14T00:00:00Z,Same Day,RH-19600,TEC-AC-10002345,29,2,14.5,0
2188,CA-2017-143063,2017-08-10T00:00:00Z,Standard Class,IL-15100,OFF-EN-10003134,70.08,6,11.68,0
2189,CA-2017-143063,2017-08-10T00:00:00Z,Standard Class,IL-15100,FUR-FU-10003708,121.3,2,60.65,0
2190,CA-2017-143063,2017-08-10T00:00:00Z,Standard Class,IL-15100,TEC-PH-10003645,1454.49,9,161.61,0
2191,CA-2016-118913,2016-06-25T00:00:00Z,Standard Class,AS-10240,OFF-AP-10000692,60.81,3,20.27,0
2192,CA-2016-128412,2016-12-10T00:00:00Z,Standard Class,AP-10915,OFF-BI-10001718,153.552,3,51.184,0.2
2193,CA-2016-128412,2016-12-10T00:00:00Z,Standard Class,AP-10915,OFF-AP-10002082,65.34,3,21.78,0
2194,CA-2016-128412,2016-12-10T00:00:00Z,Standard Class,AP-10915,OFF-PA-10001125,123.92,4,30.98,0
2195,CA-2016-128412,2016-12-10T00:00:00Z,Standard Class,AP-10915,OFF-AP-10000252,35.1,3,11.7,0
2196,CA-2016-128412,2016-12-10T00:00:00Z,Standard Class,AP-10915,TEC-AC-10003038,44.75,5,8.95,0
2197,CA-2016-136483,2016-12-01T00:00:00Z,Standard Class,AG-10390,OFF-AR-10000940,4.704,2,2.352,0.2
2198,CA-2014-163013,2014-11-28T00:00:00Z,Standard Class,BF-11080,OFF-AR-10001954,14.67,3,4.89,0
2199,CA-2015-135363,2015-03-28T00:00:00Z,Standard Class,CK-12205,OFF-PA-10003177,15.552,3,5.184,0.2
2200,CA-2015-135363,2015-03-28T00:00:00Z,Standard Class,CK-12205,OFF-PA-10000533,5.232,1,5.232,0.2
2201,US-2014-165659,2014-06-01T00:00:00Z,Standard Class,LT-17110,FUR-FU-10001935,22.2,6,3.7,0
2202,US-2014-165659,2014-06-01T00:00:00Z,Standard Class,LT-17110,TEC-PH-10002563,881.93,7,125.99,0
2203,CA-2015-138002,2015-09-06T00:00:00Z,Standard Class,BT-11305,OFF-BI-10002160,6.096,2,3.048,0.2
2204,CA-2015-138002,2015-09-06T00:00:00Z,Standard Class,BT-11305,FUR-FU-10004748,191.82,3,63.94,0
2205,CA-2015-128860,2015-06-29T00:00:00Z,Standard Class,SC-20725,FUR-FU-10001473,20.104,1,20.104,0.2
2206,CA-2016-164350,2016-09-10T00:00:00Z,Second Class,CG-12040,OFF-AR-10000538,67.56,3,22.52,0.2
2207,US-2014-103905,2014-07-14T00:00:00Z,Standard Class,AW-10930,OFF-BI-10001098,29.932,7,4.276,0.8
2208,US-2014-103905,2014-07-14T00:00:00Z,Standard Class,AW-10930,TEC-PH-10001552,38.272,4,9.568,0.2
2209,CA-2015-129854,2015-08-22T00:00:00Z,Standard Class,RB-19705,OFF-AR-10000390,16.52,4,4.13,0
2210,CA-2014-125556,2014-11-14T00:00:00Z,Second Class,ML-17410,TEC-PH-10001079,832.93,7,118.99,0
2211,CA-2014-125556,2014-11-14T00:00:00Z,Second Class,ML-17410,OFF-BI-10003460,43.8,10,4.38,0
2212,CA-2016-162313,2016-11-27T00:00:00Z,First Class,VB-21745,OFF-AP-10003842,167.292,6,27.882,0.1
2213,CA-2017-107874,2017-11-21T00:00:00Z,Standard Class,SW-20275,FUR-FU-10003535,27.42,1,27.42,0
2214,CA-2017-129378,2017-10-01T00:00:00Z,First Class,NS-18505,OFF-BI-10002012,1.44,1,1.44,0.2
2215,CA-2017-129378,2017-10-01T00:00:00Z,First Class,NS-18505,OFF-BI-10001922,61.776,13,4.752,0.2
2216,CA-2017-129378,2017-10-01T00:00:00Z,First Class,NS-18505,OFF-AP-10000576,241.96,2,120.98,0
2217,CA-2017-129378,2017-10-01T00:00:00Z,First Class,NS-18505,FUR-CH-10000553,108.608,4,27.152,0.2
2218,CA-2014-151953,2014-09-20T00:00:00Z,Standard Class,DB-13555,OFF-AR-10003469,2.816,2,1.408,0.2
2219,CA-2017-130841,2017-07-28T00:00:00Z,Standard Class,MH-17620,OFF-BI-10000145,9.984,4,2.496,0.2
2220,CA-2017-130841,2017-07-28T00:00:00Z,Standard Class,MH-17620,OFF-ST-10001580,14.98,1,14.98,0
2221,CA-2017-130841,2017-07-28T00:00:00Z,Standard Class,MH-17620,TEC-PH-10001817,1145.6,4,286.4,0.2
2222,CA-2015-131884,2015-12-06T00:00:00Z,Same Day,DK-13375,TEC-PH-10001578,485.94,2,242.97,0.4
2223,CA-2015-131884,2015-12-06T00:00:00Z,Same Day,DK-13375,OFF-AR-10004078,37.376,8,4.672,0.2
2224,CA-2015-131884,2015-12-06T00:00:00Z,Same Day,DK-13375,FUR-CH-10004860,70.686,1,70.686,0.3
2225,CA-2017-121909,2017-07-31T00:00:00Z,Standard Class,EA-14035,OFF-PA-10003790,54.816,3,18.272,0.2
2226,CA-2016-106383,2016-03-19T00:00:00Z,Second Class,BT-11440,FUR-BO-10002202,72.294,1,72.294,0.7
2227,CA-2017-130771,2017-07-29T00:00:00Z,Standard Class,LA-16780,OFF-FA-10003059,2.896,2,1.448,0.2
2228,CA-2017-130771,2017-07-29T00:00:00Z,Standard Class,LA-16780,TEC-PH-10002496,124.792,1,124.792,0.2
2229,CA-2016-139157,2016-10-01T00:00:00Z,Standard Class,GM-14680,FUR-TA-10003238,330.588,1,330.588,0.4
2230,CA-2014-128055,2014-03-31T00:00:00Z,Standard Class,AA-10315,OFF-BI-10004390,673.568,2,336.784,0.2
2231,CA-2014-128055,2014-03-31T00:00:00Z,Standard Class,AA-10315,OFF-AP-10002765,52.98,2,26.49,0
2232,CA-2017-157091,2017-06-26T00:00:00Z,Standard Class,DB-13405,FUR-FU-10000293,526.45,5,105.29,0
2233,CA-2017-132122,2017-07-09T00:00:00Z,Standard Class,JH-15820,OFF-ST-10003692,228.92,5,45.784,0.2
2234,CA-2015-123232,2015-12-14T00:00:00Z,Second Class,DJ-13630,TEC-PH-10001051,319.968,4,79.992,0.2
2235,CA-2017-104066,2017-12-05T00:00:00Z,Standard Class,QJ-19255,TEC-AC-10001013,205.03,7,29.29,0
2236,CA-2015-145849,2015-09-15T00:00:00Z,Second Class,CT-11995,OFF-ST-10000025,190.86,2,95.43,0
2237,CA-2015-145849,2015-09-15T00:00:00Z,Second Class,CT-11995,OFF-AR-10000817,24.32,8,3.04,0
2238,CA-2016-122322,2016-07-15T00:00:00Z,Standard Class,RH-19510,OFF-SU-10000952,44.4,5,8.88,0
2239,CA-2017-166849,2017-04-20T00:00:00Z,Standard Class,SJ-20125,FUR-FU-10004597,44.4,2,22.2,0.6
2240,CA-2016-146633,2016-11-15T00:00:00Z,Second Class,TG-21310,OFF-BI-10003527,1016.792,1,1016.792,0.2
2241,CA-2016-146633,2016-11-15T00:00:00Z,Second Class,TG-21310,OFF-BI-10002982,38.136,7,5.448,0.2
2242,US-2016-126893,2016-11-26T00:00:00Z,Standard Class,CT-11995,TEC-PH-10004165,494.982,3,164.994,0.4
2243,CA-2017-103380,2017-11-21T00:00:00Z,Standard Class,BF-11005,OFF-ST-10003442,56.56,2,28.28,0
2244,CA-2017-103380,2017-11-21T00:00:00Z,Standard Class,BF-11005,OFF-AR-10003856,5.56,2,2.78,0
2245,CA-2017-103380,2017-11-21T00:00:00Z,Standard Class,BF-11005,OFF-FA-10004248,9.02,2,4.51,0
2246,CA-2017-103380,2017-11-21T00:00:00Z,Standard Class,BF-11005,OFF-AP-10001492,8.62,1,8.62,0
2247,CA-2017-103380,2017-11-21T00:00:00Z,Standard Class,BF-11005,TEC-PH-10004165,659.976,3,219.992,0.2
2248,CA-2015-116092,2015-02-15T00:00:00Z,Second Class,JM-16195,OFF-PA-10004285,13.36,2,6.68,0
2249,CA-2015-116092,2015-02-15T00:00:00Z,Second Class,JM-16195,OFF-BI-10001628,41.72,5,8.344,0.2
2250,CA-2015-116092,2015-02-15T00:00:00Z,Second Class,JM-16195,OFF-BI-10000546,11.52,5,2.304,0.2
2251,CA-2015-116092,2015-02-15T00:00:00Z,Second Class,JM-16195,OFF-AP-10001391,541.44,6,90.24,0
2252,CA-2015-116092,2015-02-15T00:00:00Z,Second Class,JM-16195,OFF-PA-10000477,19.44,3,6.48,0
2253,CA-2016-117849,2016-04-15T00:00:00Z,Second Class,JK-16120,OFF-PA-10004327,143.7,3,47.9,0
2254,CA-2015-169201,2015-09-28T00:00:00Z,First Class,HG-14965,OFF-AP-10000696,43.26,3,14.42,0
2255,CA-2015-169201,2015-09-28T00:00:00Z,First Class,HG-14965,OFF-AP-10002082,43.56,2,21.78,0
2256,CA-2016-164091,2016-09-17T00:00:00Z,Standard Class,LA-16780,TEC-PH-10001944,437.85,3,145.95,0
2257,CA-2016-164091,2016-09-17T00:00:00Z,Standard Class,LA-16780,FUR-FU-10004952,109.48,2,54.74,0
2258,CA-2017-105214,2017-06-16T00:00:00Z,First Class,TS-21610,FUR-CH-10000015,1212.96,7,173.28,0.2
2259,CA-2017-105214,2017-06-16T00:00:00Z,First Class,TS-21610,OFF-PA-10001776,18.54,2,9.27,0
2260,CA-2015-117611,2015-11-08T00:00:00Z,Second Class,MZ-17335,OFF-FA-10002280,5,1,5,0
2261,CA-2015-117611,2015-11-08T00:00:00Z,Second Class,MZ-17335,TEC-AC-10002049,371.97,3,123.99,0
2262,US-2015-137960,2015-12-18T00:00:00Z,Same Day,MW-18220,TEC-AC-10002253,166.24,1,166.24,0
2263,CA-2017-122994,2017-02-06T00:00:00Z,First Class,MV-17485,FUR-BO-10004015,359.97,3,119.99,0
2264,CA-2016-131065,2016-11-14T00:00:00Z,Second Class,AA-10375,TEC-AC-10004145,499.98,2,249.99,0
2265,CA-2016-131065,2016-11-14T00:00:00Z,Second Class,AA-10375,OFF-PA-10002479,5.28,1,5.28,0
2266,CA-2016-131065,2016-11-14T00:00:00Z,Second Class,AA-10375,OFF-BI-10004970,8.26,2,4.13,0
2267,CA-2017-149146,2017-10-12T00:00:00Z,Same Day,SM-20320,OFF-PA-10003919,7.968,2,3.984,0.2
2268,CA-2017-137470,2017-09-17T00:00:00Z,Same Day,TP-21415,OFF-PA-10002001,12.96,2,6.48,0
2269,CA-2017-105480,2017-12-20T00:00:00Z,Standard Class,DK-13225,OFF-PA-10002787,6.48,1,6.48,0
2270,CA-2017-105480,2017-12-20T00:00:00Z,Standard Class,DK-13225,OFF-BI-10003291,6.984,1,6.984,0.2
2271,CA-2017-164917,2017-12-02T00:00:00Z,Standard Class,MK-17905,OFF-AR-10004344,47.96,5,9.592,0.2
2272,CA-2015-102036,2015-09-21T00:00:00Z,Standard Class,CS-12130,OFF-ST-10003123,199.74,6,33.29,0
2273,CA-2015-142944,2015-03-06T00:00:00Z,Standard Class,JL-15850,FUR-FU-10000308,435.26,7,62.18,0
2274,CA-2015-142944,2015-03-06T00:00:00Z,Standard Class,JL-15850,TEC-CO-10003763,1119.984,2,559.992,0.2
2275,CA-2014-157882,2014-10-03T00:00:00Z,Second Class,AR-10405,FUR-TA-10001866,143.432,1,143.432,0.2
2276,CA-2014-157882,2014-10-03T00:00:00Z,Second Class,AR-10405,FUR-CH-10002774,122.352,3,40.784,0.2
2277,CA-2014-104283,2014-06-27T00:00:00Z,Standard Class,LM-17065,OFF-ST-10004337,306.2,5,61.24,0
2278,CA-2014-104283,2014-06-27T00:00:00Z,Standard Class,LM-17065,FUR-TA-10001039,85.98,1,85.98,0
2279,CA-2014-104283,2014-06-27T00:00:00Z,Standard Class,LM-17065,TEC-AC-10000109,223.96,4,55.99,0
2280,CA-2017-142622,2017-10-30T00:00:00Z,First Class,JK-15625,FUR-CH-10003833,97.568,2,48.784,0.2
2281,CA-2017-142622,2017-10-30T00:00:00Z,First Class,JK-15625,FUR-CH-10004289,614.272,8,76.784,0.2
2282,CA-2017-142622,2017-10-30T00:00:00Z,First Class,JK-15625,FUR-BO-10004467,199.98,2,99.99,0
2283,CA-2016-132143,2016-09-03T00:00:00Z,First Class,FM-14215,OFF-PA-10002713,48.16,7,6.88,0
2284,CA-2015-153108,2015-03-05T00:00:00Z,Standard Class,SF-20200,TEC-PH-10001552,23.92,2,11.96,0
2285,CA-2015-153108,2015-03-05T00:00:00Z,Standard Class,SF-20200,OFF-AP-10002222,60.69,7,8.67,0
2286,CA-2016-112676,2016-05-05T00:00:00Z,First Class,PJ-18835,OFF-PA-10003971,14.352,3,4.784,0.2
2287,CA-2017-165687,2017-11-17T00:00:00Z,Standard Class,CS-12355,OFF-AP-10004036,35.04,2,17.52,0
2288,US-2017-112928,2017-06-01T00:00:00Z,Second Class,BB-10990,OFF-AP-10002287,17.48,5,3.496,0.2
2289,CA-2017-143343,2017-06-10T00:00:00Z,First Class,BW-11200,OFF-AR-10002375,16.4,5,3.28,0
2290,CA-2017-115154,2017-01-08T00:00:00Z,First Class,RS-19420,FUR-TA-10001950,892.98,2,446.49,0
2291,CA-2015-149342,2015-04-20T00:00:00Z,Standard Class,TS-21160,TEC-PH-10001557,287.97,3,95.99,0
2292,CA-2015-149342,2015-04-20T00:00:00Z,Standard Class,TS-21160,FUR-FU-10002937,595.38,6,99.23,0
2293,CA-2015-149342,2015-04-20T00:00:00Z,Standard Class,TS-21160,OFF-PA-10001166,12.96,2,6.48,0
2294,CA-2015-130995,2015-11-01T00:00:00Z,Standard Class,QJ-19255,TEC-PH-10000347,4.95,1,4.95,0
2295,CA-2017-127929,2017-12-23T00:00:00Z,Standard Class,FM-14215,FUR-FU-10003708,181.95,3,60.65,0
2296,CA-2015-113145,2015-11-01T00:00:00Z,Standard Class,VD-21670,OFF-PA-10002659,13.52,4,3.38,0
2297,CA-2015-113145,2015-11-01T00:00:00Z,Standard Class,VD-21670,FUR-FU-10000965,259.7,5,51.94,0
2298,CA-2015-113145,2015-11-01T00:00:00Z,Standard Class,VD-21670,TEC-PH-10001527,42.95,1,42.95,0
2299,CA-2015-113145,2015-11-01T00:00:00Z,Standard Class,VD-21670,TEC-AC-10001838,1399.93,7,199.99,0
2300,CA-2015-113145,2015-11-01T00:00:00Z,Standard Class,VD-21670,TEC-PH-10002597,503.96,4,125.99,0
2301,CA-2014-162362,2014-11-14T00:00:00Z,Standard Class,JL-15505,OFF-BI-10000756,12.72,3,4.24,0
2302,CA-2014-162362,2014-11-14T00:00:00Z,Standard Class,JL-15505,OFF-BI-10000546,11.52,4,2.88,0
2303,CA-2016-106558,2016-01-17T00:00:00Z,Standard Class,DL-13495,TEC-AC-10001142,316,4,79,0
2304,CA-2017-157931,2017-09-17T00:00:00Z,Second Class,MO-17800,FUR-CH-10000785,723.92,4,180.98,0
2305,CA-2017-157931,2017-09-17T00:00:00Z,Second Class,MO-17800,OFF-PA-10000474,106.32,3,35.44,0
2306,CA-2016-115574,2016-12-23T00:00:00Z,First Class,BP-11185,FUR-BO-10003441,141.372,2,70.686,0.3
2307,CA-2015-160794,2015-08-06T00:00:00Z,First Class,MS-17980,OFF-PA-10004156,27.216,3,9.072,0.2
2308,CA-2017-116225,2017-11-05T00:00:00Z,Standard Class,SV-20935,TEC-AC-10001432,390.75,5,78.15,0
2309,US-2017-120418,2017-06-11T00:00:00Z,First Class,BC-11125,FUR-CH-10001394,280.792,1,280.792,0.2
2310,US-2017-120418,2017-06-11T00:00:00Z,First Class,BC-11125,OFF-ST-10002370,68.448,4,17.112,0.2
2311,US-2017-120418,2017-06-11T00:00:00Z,First Class,BC-11125,OFF-AR-10002956,88.04,5,17.608,0.2
2312,US-2017-120418,2017-06-11T00:00:00Z,First Class,BC-11125,OFF-AR-10001955,15.872,1,15.872,0.2
2313,US-2017-120418,2017-06-11T00:00:00Z,First Class,BC-11125,OFF-ST-10001809,215.592,3,71.864,0.2
2314,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,OFF-LA-10004093,14.62,2,7.31,0
2315,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,OFF-AP-10002118,416.32,2,208.16,0
2316,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,OFF-BI-10000404,43,5,8.6,0
2317,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,FUR-CH-10003833,182.94,3,60.98,0
2318,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,OFF-BI-10002072,60.83,7,8.69,0
2319,CA-2017-122035,2017-07-20T00:00:00Z,Standard Class,EM-13825,TEC-AC-10003095,389.97,3,129.99,0
2320,CA-2015-117828,2015-12-23T00:00:00Z,First Class,BD-11500,OFF-AP-10001563,194.32,4,48.58,0
2321,CA-2017-165491,2017-03-20T00:00:00Z,Standard Class,HW-14935,TEC-AC-10000358,265.93,7,37.99,0
2322,CA-2015-109470,2015-12-31T00:00:00Z,Second Class,KC-16255,OFF-BI-10004492,94.74,3,31.58,0
2323,CA-2015-109470,2015-12-31T00:00:00Z,Second Class,KC-16255,OFF-BI-10001072,60.64,4,15.16,0
2324,CA-2015-109470,2015-12-31T00:00:00Z,Second Class,KC-16255,OFF-BI-10003707,76.3,5,15.26,0
2325,CA-2015-109470,2015-12-31T00:00:00Z,Second Class,KC-16255,OFF-BI-10000977,364.8,12,30.4,0
2326,CA-2015-105102,2015-09-15T00:00:00Z,Second Class,BM-11575,OFF-BI-10002082,79.872,3,26.624,0.2
2327,CA-2015-105102,2015-09-15T00:00:00Z,Second Class,BM-11575,FUR-BO-10004709,46.384,1,46.384,0.2
2328,CA-2015-105102,2015-09-15T00:00:00Z,Second Class,BM-11575,OFF-PA-10002365,12.96,2,6.48,0
2329,CA-2017-138422,2017-09-23T00:00:00Z,First Class,KN-16705,OFF-EN-10004147,14.352,3,4.784,0.2
2330,US-2015-147739,2015-12-25T00:00:00Z,Standard Class,JD-16150,FUR-FU-10001468,547.136,4,136.784,0.2
2331,CA-2016-155187,2016-09-24T00:00:00Z,Second Class,LA-16780,OFF-ST-10000642,41.96,2,20.98,0
2332,CA-2016-155187,2016-09-24T00:00:00Z,Second Class,LA-16780,OFF-PA-10000380,41.7,5,8.34,0
2333,CA-2017-169285,2017-03-21T00:00:00Z,Standard Class,RW-19690,OFF-PA-10004071,277.4,5,55.48,0
2334,CA-2017-169285,2017-03-21T00:00:00Z,Standard Class,RW-19690,OFF-PA-10004971,5.78,1,5.78,0
2335,CA-2014-140886,2014-09-30T00:00:00Z,Standard Class,KW-16570,OFF-AP-10000696,69.216,6,11.536,0.2
2336,CA-2017-152695,2017-12-10T00:00:00Z,Same Day,CC-12220,OFF-EN-10004030,10.86,3,3.62,0
2337,CA-2017-152695,2017-12-10T00:00:00Z,Same Day,CC-12220,OFF-AP-10000026,426.79,7,60.97,0
2338,CA-2014-110639,2014-08-23T00:00:00Z,Same Day,RH-19495,OFF-PA-10003936,25.92,4,6.48,0
2339,CA-2014-110639,2014-08-23T00:00:00Z,Same Day,RH-19495,OFF-PA-10004530,45.92,4,11.48,0
2340,CA-2014-121727,2014-08-19T00:00:00Z,Standard Class,JK-15625,OFF-AR-10004930,10.72,2,5.36,0.2
2341,CA-2016-137736,2016-11-10T00:00:00Z,Standard Class,DC-13285,OFF-AR-10004999,41.86,7,5.98,0
2342,US-2014-143231,2014-12-31T00:00:00Z,First Class,GM-14455,FUR-FU-10002501,63.2,5,12.64,0
2343,US-2014-143231,2014-12-31T00:00:00Z,First Class,GM-14455,TEC-AC-10000358,113.97,3,37.99,0
2344,US-2014-155894,2014-07-26T00:00:00Z,Second Class,CL-11890,OFF-ST-10004804,123.552,3,41.184,0.2
2345,CA-2016-119025,2016-02-22T00:00:00Z,Standard Class,PV-18985,OFF-AP-10001205,490.32,9,54.48,0
2346,CA-2016-159373,2016-03-13T00:00:00Z,Standard Class,LT-17110,OFF-PA-10000659,70.08,5,14.016,0.2
2347,CA-2016-159373,2016-03-13T00:00:00Z,Standard Class,LT-17110,OFF-BI-10004141,1.272,2,0.636,0.8
2348,CA-2016-159373,2016-03-13T00:00:00Z,Standard Class,LT-17110,FUR-TA-10004619,557.585,5,111.517,0.3
2349,CA-2017-109701,2017-12-02T00:00:00Z,Same Day,AM-10360,OFF-BI-10004187,9.024,6,1.504,0.2
2350,CA-2017-109701,2017-12-02T00:00:00Z,Same Day,AM-10360,OFF-BI-10000632,69.456,2,34.728,0.2
2351,CA-2017-109701,2017-12-02T00:00:00Z,Same Day,AM-10360,OFF-PA-10003724,10.86,2,5.43,0
2352,CA-2017-109701,2017-12-02T00:00:00Z,Same Day,AM-10360,OFF-AP-10002765,79.47,3,26.49,0
2353,CA-2017-109701,2017-12-02T00:00:00Z,Same Day,AM-10360,OFF-AR-10001868,10.08,6,1.68,0
2354,CA-2015-111514,2015-08-31T00:00:00Z,First Class,SC-20260,FUR-BO-10002545,1552.831,7,221.833,0.15
2355,CA-2015-111514,2015-08-31T00:00:00Z,First Class,SC-20260,OFF-BI-10002735,137.24,5,27.448,0.2
2356,CA-2015-111514,2015-08-31T00:00:00Z,First Class,SC-20260,TEC-AC-10004864,36.51,1,36.51,0
2357,CA-2015-111514,2015-08-31T00:00:00Z,First Class,SC-20260,TEC-MA-10000597,239.976,3,79.992,0.2
2358,US-2014-148838,2014-03-17T00:00:00Z,Standard Class,CP-12340,FUR-TA-10003473,1579.746,7,225.678,0.4
2359,US-2014-148838,2014-03-17T00:00:00Z,Standard Class,CP-12340,FUR-TA-10001950,1071.576,4,267.894,0.4
2360,US-2014-148838,2014-03-17T00:00:00Z,Standard Class,CP-12340,FUR-TA-10004175,613.908,3,204.636,0.4
2361,US-2014-148838,2014-03-17T00:00:00Z,Standard Class,CP-12340,OFF-PA-10002960,34.86,7,4.98,0
2362,US-2014-148838,2014-03-17T00:00:00Z,Standard Class,CP-12340,OFF-PA-10000919,155.04,4,38.76,0
2363,CA-2017-136497,2017-04-16T00:00:00Z,Standard Class,RF-19840,OFF-BI-10001553,13.71,5,2.742,0.7
2364,US-2016-108637,2016-03-13T00:00:00Z,Standard Class,AB-10060,FUR-FU-10004864,127.88,2,63.94,0
2365,US-2016-108637,2016-03-13T00:00:00Z,Standard Class,AB-10060,OFF-AP-10004540,160.32,2,80.16,0
2366,US-2016-108637,2016-03-13T00:00:00Z,Standard Class,AB-10060,OFF-BI-10004965,46,4,11.5,0
2367,CA-2014-102295,2014-11-24T00:00:00Z,Second Class,EH-13990,FUR-CH-10001714,120.712,1,120.712,0.2
2368,CA-2017-123659,2017-02-10T00:00:00Z,First Class,MN-17935,OFF-PA-10002464,23.12,4,5.78,0
2369,US-2016-129469,2016-09-23T00:00:00Z,Standard Class,KL-16555,FUR-FU-10002298,532.704,6,88.784,0.2
2370,US-2016-129469,2016-09-23T00:00:00Z,Standard Class,KL-16555,OFF-AR-10000315,4.912,2,2.456,0.2
2371,CA-2017-155152,2017-07-07T00:00:00Z,Second Class,MP-17965,TEC-AC-10004353,252,4,63,0
2372,CA-2016-159940,2016-07-07T00:00:00Z,Second Class,BF-11020,FUR-FU-10004973,60.288,8,7.536,0.6
2373,CA-2016-159940,2016-07-07T00:00:00Z,Second Class,BF-11020,OFF-FA-10000936,2.632,1,2.632,0.2
2374,CA-2016-159940,2016-07-07T00:00:00Z,Second Class,BF-11020,OFF-PA-10001609,23.688,9,2.632,0.2
2375,CA-2016-159940,2016-07-07T00:00:00Z,Second Class,BF-11020,FUR-CH-10000785,253.372,2,126.686,0.3
2376,CA-2017-119669,2017-01-24T00:00:00Z,Standard Class,TP-21130,OFF-FA-10000053,5.67,3,1.89,0
2377,US-2014-164616,2014-08-19T00:00:00Z,Second Class,MS-17770,OFF-BI-10001718,76.776,4,19.194,0.7
2378,US-2014-164616,2014-08-19T00:00:00Z,Second Class,MS-17770,OFF-SU-10004768,9.184,2,4.592,0.2
2379,CA-2015-148628,2015-12-06T00:00:00Z,Standard Class,KM-16375,OFF-PA-10003883,32.75,5,6.55,0
2380,CA-2016-118052,2016-05-06T00:00:00Z,Standard Class,BE-11455,OFF-FA-10004248,7.216,2,3.608,0.2
2381,CA-2016-118052,2016-05-06T00:00:00Z,Standard Class,BE-11455,OFF-PA-10002581,49.568,2,24.784,0.2
2382,CA-2016-118052,2016-05-06T00:00:00Z,Standard Class,BE-11455,FUR-FU-10004848,54.712,7,7.816,0.2
2383,US-2017-117534,2017-03-25T00:00:00Z,First Class,CV-12295,OFF-AP-10002403,176.04,4,44.01,0
