"period_id","product_id","X1.sales","X1.items","X2.sales","X2.items","X3.sales","X3.items","X4.sales","X4.items","X5.sales","X5.items","cat"
27337,752849,116346.77,1627,273909.35,4147,198371.22,4722,183212,2810,47240.16,2334,2
25805,925275,291438.1,3110,307151.1,4905,28179.3,410,140264.46,2511,226119.67,3841,3
4928,157442,48052.8,3195,182160.93,4479,187114.97,3073,118792.1,3805,206029.12,4114,1
12823,688881,306909.78,3746,152789.96,2804,55746.68,1474,375404.52,4044,23736.7,4030,2
1265,586460,52430.4,1760,156547.61,3541,84871.65,4233,127743.84,3857,71744.4,1638,1
17957,975995,8363.93,367,18231.15,2037,188911.8,3290,197089.8,3615,273397.12,4768,3
29189,183180,327861.19,3541,196443.12,2316,307406.58,3298,167733.9,4845,63387.56,1649,1
20738,706646,12834.54,339,286485.36,4998,37569,700,75897.36,4107,16447.86,286,1
29783,211599,2009.7,319,116856.41,4639,213444.49,2257,407206.62,4986,30731.43,1187,3
4226,471461,143811.6,2923,89611.32,2874,173866.2,3516,60168.85,3409,55638.24,3997,2
3040,417663,91754.84,2407,134932.35,2247,46976.16,1364,10680.74,434,204452.4,2946,3
15441,667556,139382.1,1482,33755.82,1253,12089.22,1409,149401.68,3669,239781.22,3766,1
19417,787700,88976.64,986,350425.26,4274,245086.8,3759,97311.62,2162,66708.51,3243,2
9424,965525,124645,1940,51644.2,2369,59345.14,673,140094.58,1922,187256.96,4288,3
12426,382990,181633.45,2269,211213.4,2605,44379.28,4292,151170.1,3830,18698.4,636,2
20760,690647,83154.14,2458,284620.78,4177,278123.06,3259,32534.41,617,259292.11,2783,2
10208,644359,22423.72,1804,228409.68,4831,187348.35,3955,108901.32,1266,89956,4300,1
9533,758500,11250.84,366,16623.48,874,47534.01,1691,422595.75,4325,238151.76,2893,2
22709,528060,33613.95,809,275772.06,3309,5680.48,104,245398.12,2684,314832.3,3930,2
5042,604197,132941.76,4088,190387.66,2279,12478.76,1148,208785.35,4415,18359.4,444,3
8205,215403,63848.16,3512,119338.89,3399,309879.2,3805,13320.88,538,213251.2,3235,2
23059,418345,157959.6,4170,214351.06,2534,6245.31,179,49061.32,1309,29101.16,836,1
23740,835865,153541.79,2461,238390.12,3548,414120,4930,166669.95,2455,117664.32,1752,2
221,201294,94657.24,2111,62108.6,1772,402698.88,4832,207380.48,3904,11597.19,1243,3
13596,618989,90269.36,2693,47648.73,859,348609.92,4289,344118.5,4895,23332.63,1567,3
16615,227495,67624.64,3208,377712.75,4827,252673.59,3211,202555.21,2119,12216.24,1083,1
22003,682550,27455.1,1587,278815.5,3261,125434.06,1318,243570,2824,421950.45,4835,3
9733,318976,281191.56,3588,292786.29,3571,257371.84,4301,54326.61,767,104138.6,1853,3
11888,986686,31184.72,478,44231.11,763,420851.76,4764,119785.32,2906,117453,3196,2
8389,134887,316188.93,3779,114329.88,2268,261869.22,2878,105806.52,1252,453098.36,4972,3
25317,217752,51179.52,512,352968,4011,32619.15,2595,96250.66,1283,64743.6,1655,3
8877,823876,84718.8,1010,290434.95,4563,27682.92,2358,60908.64,908,89128.75,2825,2
29010,921710,122123.08,2753,125822.58,3326,129942.12,3157,116065.82,2986,16401,2130,2
9822,740161,349438.32,4011,4545.8,476,14903.73,459,140674.48,4871,29977.02,1291,2
14501,833157,222043.5,4655,108811.93,4289,6241.12,152,179609.6,3508,172024.05,2055,2
29435,793265,42835.2,1380,80327.68,2164,65916.75,1473,80479.35,1305,13272,224,1
15613,270125,226850.66,3187,85942.28,1642,172051.24,2759,100061.5,1771,55696,944,2
9869,533041,148429.26,1701,118639.26,4811,80471.2,4148,152489.82,2758,219113.44,2384,2
5492,168812,33927.33,573,133755.05,1439,106505.88,2038,60699.69,4947,236996.16,4152,3
2944,730265,55543.88,2282,18270.49,1477,23331.84,384,236622.08,3688,363343.12,4424,1
20581,943535,18693.88,2516,189410.76,2772,221018.35,2513,166281.94,3886,166546.59,1869,1
1050,383528,83659.05,2655,100714.44,3097,84723.28,2641,301153.32,4122,25711.4,2860,1
7490,980166,421476.93,4557,120816.12,3246,25243.45,313,43805.1,2901,35028.98,3314,2
5338,431352,105041.12,4142,176862.42,2982,100547.72,2093,235420.92,3628,164885.4,3898,1
6758,362848,20399.7,1283,126557.04,2724,39941.33,527,22933.32,1714,267785.1,4918,1
18031,288471,277502.08,4402,20213.9,431,52359.68,904,7370.4,444,174356.7,2030,2
1416,476877,131266.96,3469,331265.55,4785,14792.46,2441,29134.6,3740,4668.51,517,3
4556,205701,6255.7,110,43402.48,2666,33702.96,456,252889.52,3331,39942.3,633,1
2331,784169,341685.24,4922,17066.71,743,58478.5,4033,29179.31,629,172423.5,3238,2
18545,133567,158388.12,1628,166809.96,1983,328766.89,3389,55034.35,1715,49082.48,3418,2
2935,987021,264276.9,3519,19374.81,611,266978.5,4475,56476.72,634,79547.79,861,3
2293,678414,24814.8,3390,185603.13,4041,159973.84,3188,181781.44,4504,26898.48,567,3
2233,541399,207552.66,4963,24815.7,707,4457.88,427,39308.28,1164,91604.16,3742,3
29927,929196,201032.75,2903,14685.36,2846,329025.08,3802,44346.96,3528,122045.04,1352,2
15803,228255,5844.22,103,398670.42,4517,107191.54,2603,69796.85,865,8402.59,307,1
20302,417691,396930.78,4293,342003.56,3532,253651.05,3621,29660.95,995,28112.54,4171,1
8321,617197,449700,5000,66967.76,1394,37419.68,3452,113528,4936,1571.7,130,1
25276,234050,15037.44,267,28274.06,2329,8155.22,173,156182.72,1801,140878.64,2554,3
1773,128428,75975.48,1652,80017.47,4131,168616.81,3499,63308.7,1546,32119.5,2450,1
15027,343899,287582.2,4126,138911.76,3492,189880.27,2201,9580.94,1327,145582.56,1938,2
25080,847170,51472.36,1604,27009.76,1514,289531.2,3360,299970.16,3304,23562.5,1450,2
8998,937611,64750.22,662,82479.05,1915,319234.08,4696,16297.68,534,64304.1,1557,3
8480,946060,230208.48,2511,121845.62,4394,25870.68,282,329756.58,4958,203608.53,4311,2
5641,260987,47778.32,524,14675.55,2155,44701.8,521,419289,4962,25868.1,2645,1
19411,619999,126150.85,1435,450105.6,4760,9713.76,177,30145.38,2202,421310.16,4266,3
23211,780342,13028.7,1902,89603.22,4438,145774.56,3984,164332.09,4589,9359,700,3
192,393054,6833.98,382,24104.82,3334,277926.04,3017,77996.52,2052,225625.68,3738,3
25161,340208,38946.58,1814,117692.12,1274,331240.08,4492,87915.24,1203,64850.5,4535,2
5667,851702,143686.8,1670,106320.24,1924,49115.95,779,75749.9,3337,115683.32,1798,3
13547,827035,7124.88,168,354960.75,4755,76036.8,2263,44392.98,4857,45856.79,1141,2
15306,568605,50515.36,592,300634.5,3397,61740.48,3504,10914.48,744,146580.71,2083,1
1990,910711,66922.8,2570,93265.77,1157,28442.92,2794,237506.6,4892,183724.81,2237,1
6227,843111,9203,100,79943.76,2106,94561.65,2115,29249.64,1908,77274,1350,1
12570,538476,124940.12,2911,344141.7,4018,9996.75,675,17679.76,964,38577.15,1453,2
3408,577290,47754.54,4178,270386.94,2823,382682.97,4577,173957.66,3074,255739,3470,3
9706,366292,13185.54,139,224335.86,2982,54098.39,691,76225.82,2186,289008.72,3276,2
9559,435224,137757.6,3610,162852.54,4038,68761.14,2226,111049.68,1862,228054.78,4203,2
17686,617036,326377.61,3379,258474.52,2732,35799.2,365,141957.32,3074,275325.18,4017,2
29311,424813,102079.04,1592,31281.36,1804,93260.4,2616,233948.16,4608,414418.05,4659,3
2249,448247,149885.84,3452,50110.76,764,84555.08,1018,154998.24,4656,278131.74,3218,1
4450,160550,146462.85,3105,24379.2,1693,152766,1845,423112.88,4666,120391.65,3855,3
27255,604992,39728.16,1174,134179.2,1728,131190.36,1428,45999.36,528,6723.36,1104,1
9446,815854,34953.55,395,290317.56,3747,168388.52,2369,15228.39,327,157916.58,1678,2
28223,700171,101380.9,1310,54053.12,1408,142727.36,3088,114205.5,3690,269423.91,3339,2
21977,364830,214388.25,2325,38038.15,3755,352946.4,3980,197998.71,3549,58164.78,1803,1
4103,351175,106298.92,2014,13225.68,702,32585.08,719,73229.58,1542,112664.58,2461,1
19503,709697,298083.5,3146,230565.08,2726,101846.16,3042,310083.47,3979,78013.7,1070,3
631,882735,269406.5,3650,145318.62,3918,252744.1,3170,419838.76,4604,419175,4860,1
17453,905528,151645.12,2948,59295.04,2056,14817.15,1733,72911.19,1199,64340.82,2638,3
15965,458866,162895.98,3783,354486.72,4872,147793.2,1896,39305.4,654,94186.18,4642,1
12263,246762,115965.84,2924,62565.42,717,324020.75,4679,386622.16,4556,39858.8,3970,3
27546,788815,206044.02,4193,189777.13,3173,45835.45,2545,38355.04,4523,244040.8,3140,3
21935,641931,32356.5,2775,69256.2,2535,49435.34,722,198505.01,2293,205978.44,3714,2
12165,328620,385036.83,4203,179536.5,4433,99364.22,1433,332940.42,3819,440920.32,4776,3
19801,980950,112404.99,1361,26442.2,4559,141928.92,1428,347187.32,3734,202188.12,4996,3
17762,877557,152305.74,1557,163607.28,2568,105888.87,4217,372049.95,4007,75648.4,1895,2
14664,310850,253730.61,3129,16414,2264,362219,4675,331330.5,4545,120086.45,2783,2
20753,574912,361119.88,4202,2894.54,223,5383.5,555,388461.6,3972,92542.8,2874,1
5564,936804,70697.05,2635,117229.77,2853,339948.54,4734,138556.2,1740,153008.64,1856,1
27783,190693,371363.2,4520,47988.6,3630,36419.58,2622,294275.43,2997,102518.33,1649,2
13070,666220,304065.31,3929,52440,920,114760.03,2057,412485.58,4303,76517.46,951,3
15646,158501,35563.15,2363,328670.64,3812,138886.02,1586,253399.53,4217,179841.96,3292,1
6828,569530,354136.98,4002,31759.5,775,39169.13,3913,224600.82,2334,128091.6,3128,2
12092,861447,60059.61,1917,205136.91,3597,41146.4,2707,239541.12,2496,56296.24,836,2
3313,154985,397779.74,4703,302164.8,4692,8709.8,107,312547.86,4206,50594.13,641,3
9616,507813,56381.01,2787,173218.08,3326,81652.47,1019,16778.76,222,159956.8,4112,3
16549,257515,132336.86,4814,402214.4,4288,91614.6,1155,112516.36,2263,182907.36,2556,1
2839,270656,15130.28,1507,159401.4,1740,308510.3,4795,83981.7,998,125450.55,1341,2
21845,161231,123419.68,2672,27907,1298,114033.68,4174,147504.9,1685,151261.76,2704,1
14558,770502,106679.3,1235,162495.32,2743,19768.32,704,40850,500,98318.48,3484,2
23963,649130,64917.5,1129,24297.65,1885,125217.82,4501,268006.77,3513,118310.72,2552,1
22072,298619,15122.8,770,224827.5,4835,229271.46,2298,92111.8,3091,275615.09,3719,2
9084,811231,40504,2656,64422.38,2266,54590.6,1094,426468.12,4948,107716.62,4411,3
5006,537235,282585.68,3827,220044.6,4335,28050.54,343,35820.78,813,77755.58,2978,2
18434,299831,24058.5,645,1257.6,120,119869.47,2349,148544.55,2079,38099.04,667,3
18027,652255,457908.4,4999,207147.5,4450,13745.41,179,279126.09,3231,215000.04,2586,3
3399,691425,15531.36,494,14622.58,602,22161.29,1187,110502.88,1328,368295.24,3964,1
20910,844572,9296.94,267,109874.52,1478,259462.35,3087,84003.05,3205,22192.96,622,1
22743,981500,466782.12,4788,163125.42,3079,13970.46,1302,303067.9,3830,32461.2,1524,3
2028,205850,9681.39,621,5670.72,358,64110.64,814,182142.4,3160,145819.96,1924,1
26511,721025,239658.24,3592,350381.46,3783,366245.33,4411,110058.62,2302,156570.48,2984,2
21262,452234,68691.84,3648,137028.57,3941,10735.92,117,123544.59,2067,78675.12,4068,3
14509,841627,63279,1975,128588.76,1959,33946.22,4606,105481,1348,199206.7,3155,1
9880,199717,30240.8,824,249999.96,2501,49491.75,1925,135842.4,2280,62960.48,1826,2
11298,676854,410612.93,4837,60133.14,666,5533.44,524,82222.7,1610,241498.43,2917,3
7708,613672,321992.96,3424,121683.96,2006,109932.16,1448,11557.04,2284,168967.95,2935,1
6090,784387,158868.41,4663,6699.77,121,2499.64,143,249774.14,4543,137793.15,1485,1
15736,799572,60641.04,712,117044.2,3052,19101.83,211,470925.87,4799,120597.3,4230,3
2320,400707,449350,5000,64906,4600,338949,3900,170182.43,2033,218320.44,4812,1
4668,400712,95391.9,3735,100541.42,2702,159433.64,2998,57937.19,2567,86957.76,1137,3
8298,572912,66168.27,827,7950.41,299,36489.81,723,96161.12,968,15931.52,584,3
20341,632856,235360.95,3685,5787.6,195,173266.75,1975,252224.56,2738,98768.96,1264,2
27177,294886,90792,1261,350633.6,4672,218692.84,4798,12049.94,1162,103245.91,1061,3
455,254084,327348.42,4841,26519.92,568,87073.74,2637,141813.6,2220,385414.4,4916,1
25227,240699,32169.51,3539,202848.3,4266,143987.82,2026,83027.15,1615,114063.84,3411,2
24167,759640,47135.58,1434,45603.72,967,234713.25,3285,181270.8,4684,172979.27,3257,2
17925,548826,71434.77,1789,47965.32,1662,39530.99,3989,41360,2000,46464.21,1963,2
16014,275424,115453.15,3431,106416.63,4581,133015.6,1544,77258.36,3898,241818.66,3798,1
6408,724386,374653.78,4579,14295.54,606,33363.75,3075,158986.41,3219,264269.25,3825,1
25747,234545,183610.56,2492,167891.04,3761,51667.2,4992,103434.9,1671,66679.53,2357,3
20553,152025,24784.65,297,272685.84,4632,29640.96,664,38935.8,2676,5173.26,302,2
4388,301028,286535.7,4635,59557.42,1066,36426.69,1783,247608.49,4391,182514.24,2286,3
23087,534503,174722.88,3552,60986.88,768,69171.3,1870,21171.36,336,285151.27,4001,2
24512,551939,27487.78,898,45784,3104,32237.38,409,2059.99,113,200802.6,4764,2
15561,475496,90888.82,2794,63798.84,1218,456864.32,4708,133239.56,2003,89773.6,1564,1
4985,384492,309969,3636,62434.26,1194,98762,4600,336348.24,4442,95335.11,1557,1
27145,489013,223244,4165,155613.12,2696,49403.64,572,273558.74,4118,194039.95,2179,3
5437,252517,109213.44,2868,102126.9,2185,91975.91,1339,58338,2520,100930.68,1668,1
17575,134226,63331.4,2420,32326.88,464,146719.14,2157,54496.05,1491,36975.25,2015,3
1380,691636,287342.47,3547,447357.21,4947,104752.26,3126,5232.3,326,270031.1,2902,3
10285,920813,172909.14,2627,13669.74,1197,307183,3701,10283,791,37192.46,1622,3
17800,616519,486510.99,4893,107989.37,2921,95545.71,1503,110471.6,1829,84678.37,2833,2
16285,872372,161844.7,4339,6718.8,1320,51790.2,1140,401242.55,4843,236746.98,2382,1
18019,819370,8190.72,432,70456.75,3097,231451.45,4787,124448.88,4668,220024,2800,2
18734,306385,93318.6,1290,199458.45,2897,39395.95,4315,16269.84,354,68756.8,3920,2
4479,617716,132461.05,4057,224659.61,2891,47054.88,656,156647.13,2351,5448.24,1081,3
27876,269555,198946.32,4701,181381.06,4438,47924.03,3997,359815.05,4635,352326.3,4115,3
13923,683748,284776.52,4126,31674.24,2808,84099.73,3289,319476.74,3322,142149.41,2227,2
15904,271409,218888.88,2744,155010.28,4076,7726.38,983,484518.3,4909,207758.25,4397,3
20459,297829,205860.16,2563,81284.85,855,10138.31,169,394603.2,4090,71653.74,2274,3
5206,628820,147455.45,3691,30905.75,3415,253622.85,3453,120581.65,1715,372907.36,4088,2
16612,146081,247088.94,3066,24940.02,294,198323.3,4490,21208.99,253,16818.23,209,2
8581,640092,222216.12,3052,61889.52,3349,41733.82,3022,344674.4,4880,207955.51,2723,1
28187,705524,222457.86,2619,201138.08,3278,136260.78,4539,128313.8,1910,205898,2450,3
25775,998062,24738.57,851,273097.44,4926,147984.76,1771,10318.49,493,100005.47,4519,1
4152,948551,199680.25,4025,140456.3,2998,436787.88,4567,138556,2200,97639.3,4798,1
11830,989496,37375.92,3404,212137.83,4749,183668.44,2546,14352.1,1421,309032.23,3697,1
5876,415749,237622.32,3832,2940.84,389,249446.64,2746,142092.82,3547,39001.82,3718,3
6130,432586,30939.83,391,67067.88,4092,12978.68,2269,136065.98,2393,413028.2,4355,2
577,381945,167657,2150,31927.97,1913,291579.53,3881,46242.63,1161,103228.25,1135,2
13936,488546,444810.35,4955,113390.9,3170,5305.3,182,23595.24,3818,11999.2,566,1
4050,516182,20264.04,3132,135587.36,3637,162718.88,2881,38199.73,859,174469.76,1952,3
12949,647305,395896.98,4841,84219.17,2137,7244.64,1296,454480.66,4783,355873.05,4311,1
6594,503968,76459.8,2118,11873.82,1663,85570,4975,246592.7,3847,154520.84,1828,3
24557,327648,279349.25,4175,11441.04,247,391213.57,4429,19167.39,1881,67685.64,2182,1
12995,478696,98801.84,1073,464373,4914,14846.98,878,71771.2,2480,59345.52,3308,3
18144,740388,29986.32,1092,75860.15,3085,425112.6,4510,92704.7,1562,13591.97,281,2
9003,157086,124435.52,4048,373635.78,4566,157319.96,1652,380198.36,4636,216144.72,3308,1
17371,137346,167301.99,2889,57577.81,2243,301840.07,3829,161227.98,2463,114660.28,1981,2
23329,794339,16505.64,918,130794.4,1958,35621.96,4261,380973.2,4271,60271.97,1837,1
12709,323652,5976.8,124,453670.9,4834,176508.62,4534,76214.6,1010,132584.96,1546,1
29498,877233,22108.05,2019,28227.27,1299,119327.22,2622,130125.42,1971,225730.68,2609,3
8139,922942,137314.3,2302,135210.24,4268,43689.15,765,174011,1850,256825.8,4284,2
3457,650386,234395.56,2569,4335.8,665,42770.63,457,239894.25,3205,16333.59,651,3
995,576047,101804.46,1074,23027.12,292,25758.08,1336,10894.99,1367,45879.68,2926,1
19716,529853,115416.3,1978,62393.31,2037,222881.75,2525,21165.3,3510,80257.5,1125,2
13190,161978,33897.6,480,107574.42,1497,27900.96,3142,72902.8,3020,146308.8,2445,3
16867,963727,110201.28,3174,60358.56,984,220759.02,2997,125884.44,2739,99687.65,2545,3
4285,138873,222166.2,4692,164476.42,3239,29158.4,536,79721.46,806,68010.8,2665,3
28927,625417,101813.12,1028,311736.15,4435,10402.56,288,65198.04,933,301391.6,4010,2
6785,694400,37988.49,4827,139503.65,1969,25089.56,1594,224136.64,2408,400359.43,4229,1
7444,811838,59038.44,3957,326040.12,3636,40544.1,4742,228453.84,3384,107553.6,2134,3
22082,883539,156347.55,3235,28485.6,2158,50238.36,1086,161177.17,1759,142139.77,1511,2
6148,272480,17741.92,434,12340.32,564,114250.05,4605,162735,2855,122437.69,4513,1
21946,115888,187688.16,2788,16171.04,1688,84087.31,851,10349.45,449,44670.08,676,3
12502,494218,110160.85,3161,129759.48,1692,14674.89,163,84115.68,4296,45961.24,676,1
29734,576136,127760.37,1711,356694.32,3862,89098.47,1471,262654.56,2982,24183.2,380,2
7218,356305,8414.34,183,121632.82,1327,355758.26,4694,62750.16,3058,81885.44,1924,1
787,324491,13746.88,304,71439.53,4559,8550.87,177,151739.28,4692,136028.98,1558,3
15775,401626,107302.4,1616,72427.32,1402,80454.55,1045,64574.35,673,215287.62,3126,1
6608,250325,82959.98,2018,221899.72,3394,190715.82,4479,144196.2,3483,333661,4450,1
13876,362165,7307.82,117,82009.98,4511,146498.96,1546,121513.7,4730,11562,470,1
6605,388915,1466.4,141,266506.35,3135,82474.99,871,108205.44,1358,83131.28,1724,2
10237,294955,89094,3832,139624.76,2846,71471.4,1547,283042.6,3326,387914.25,4575,2
24752,115133,40806.81,4653,67787.86,1093,43003.84,836,142545.26,2561,217343.71,4397,3
29861,807645,247749.84,2941,179793.9,2178,273793.19,4103,171940.8,1902,35730.87,4809,2
26363,169360,78710.71,1157,136267.24,3781,231437.4,2726,163363.88,2924,259914.02,3623,3
23405,565077,375889.36,4829,276057.62,4649,47820.3,2365,172508.49,2409,4190.4,540,2
23691,561165,22982.77,1867,189237.51,2961,25273.78,3841,116449.97,1267,301400.4,4062,3
17375,143066,15506.42,194,138673.25,1675,78158.52,1683,42220.64,2576,52239.64,1156,2
29015,245424,26179.27,277,163165.8,3665,109102.77,3507,83253.76,3826,107244.76,2524,1
13034,957772,72059.4,3420,66324.24,1468,9902.32,164,45360.6,690,246826.74,3967,3
8750,132601,228202.2,2614,43728.93,3213,247922.9,3557,109703.44,3238,58994.62,722,1
14965,148103,88689.51,1183,249198.78,3499,95510.01,1487,116881.24,4133,129798.2,2668,2
6932,733035,92454.08,929,29474.08,328,262346.21,3437,248918.24,2812,19080.6,2478,3
29956,436648,115259.76,1323,101612.35,1435,46634.58,509,137831.58,4359,432907.2,4752,2
14495,525055,25920.4,473,25640.46,2361,90974.82,1343,443156,4900,109462.99,1729,3
21544,871064,132231.2,4934,94056.32,2092,378343.92,4188,137220.75,2103,28958.76,939,3
21062,140792,269886.72,4196,16957.46,338,99224.65,1505,256480.4,2840,23315.52,298,3
17995,776200,168123.94,2999,55079.32,1514,131846,3575,137078.86,2399,242553.92,3992,3
28729,704143,22915.12,856,80815.6,2248,291423.15,4073,226397.08,3731,53005.62,743,3
26199,526753,59311.77,1113,317268.51,3207,16160.26,817,23129.8,4244,36310.56,1518,2
5077,131905,104293.47,2679,33111.54,1386,28396.45,355,276204.21,2901,64180.35,1219,1
10314,956558,161043.5,2351,22887.28,767,26699.76,526,8875.5,194,20276.4,2770,2
25551,437498,72800.12,2567,123314.51,2927,160272.9,4813,203164.72,2204,294213.75,3513,1
10027,954356,54949.98,2859,88414.26,1199,144533.55,3759,113076.99,4953,77852.34,4482,2
13910,415391,273712.48,4024,84338.82,1422,15468.44,2561,93951.36,1728,298407.12,4488,2
28298,627146,84488.3,1105,177720.48,4571,20667.48,628,298497.22,4879,224508.12,3954,2
5477,295565,472018.3,4966,30339.81,1217,118485.57,2751,185820.55,3985,159031.94,2159,2
6760,272441,31496.29,1687,351080.8,4415,85583.79,4731,11496.76,1972,88387.65,4689,3
21320,275242,100983.23,2839,74056.84,1573,265625.36,4433,136537.2,1564,198069.04,2312,1
8771,689124,327228.75,4425,9426.41,433,337404.33,4001,74293.74,918,57120,1000,3
14997,312041,170932.3,3934,154383.82,3749,150402.18,2654,111776.24,1948,3431.85,167,1
23190,720349,176331.33,2043,26872.7,1030,89513.35,2965,387536.22,4143,226626.92,4493,3
17427,750375,143636.48,2656,42456.04,2068,464503.5,4735,120771.82,1534,47513.2,1912,1
29041,167938,59512.32,1344,2133.82,377,28843.54,3049,203213.16,4436,20642.5,1150,3
18426,737156,236185.95,2535,128905.2,2935,51883.24,764,12998.56,2192,389030.48,4549,3
1992,538154,76110.8,1790,230781.46,3094,53348.7,2251,146621.61,3711,20433.6,2970,2
12336,466574,276014.38,4454,387778.3,4955,92440.4,1226,154340.8,3040,44349.2,1316,1
4358,551142,16613.76,816,74857.2,1605,89737,1900,38201.54,421,28698.92,337,1
23718,308330,296978.5,3965,59608.64,4984,45130.75,1435,101781.68,2132,63725.2,4138,2
27888,525286,204656.07,4971,271918,3950,128655.16,1492,176501.54,4646,173243.6,1745,3
28317,807990,61649.31,1109,98007.39,3573,223172.4,4664,43054.26,3702,5762.88,864,1
8488,157400,440759,4675,139525.65,3195,23349.71,1607,105694.27,1949,73921.2,1374,1
6423,870108,114722.19,2889,67684.17,1263,267492.05,3395,133600.32,3024,327627.4,3460,3
8257,769794,21506.23,313,247509,4450,187012.58,2074,77744.2,2495,75474.24,2711,1
1896,787174,204060.64,2338,334075.84,4216,392664.6,4086,189323.96,2441,62046.45,2391,2
12930,204174,46194.12,3188,118154.88,3372,302118.12,4266,250270.02,3861,121498.72,2324,1
29729,177784,139006.28,3451,72937.28,2848,58048.26,2514,284010.76,3223,150976.28,4921,3
23299,785495,122755.79,3721,180838.15,1873,101863.5,1475,27716.82,1186,303268.92,3733,1
3224,425170,358408.38,3711,25945.12,1336,28475.55,2133,137716.16,2836,225025.72,4414,1
1981,335171,38508.61,763,107029.28,2071,86357.87,1571,51263.55,635,175867,2477,2
20279,886930,105521.94,2862,26137.72,3878,8511.3,735,388106.25,4375,125116.46,4679,2
2144,604779,204976.8,2520,59244.75,3015,282515.4,3660,80448.75,1125,148986.24,1833,3
27682,240815,23841.39,831,175026.07,4241,9982.06,187,65611.08,2133,84390.6,994,1
13848,392787,131877.52,3292,140725.41,4197,131967,1333,176296.86,4626,76500.62,2434,2
17080,127891,372895.42,3823,184285.01,4069,244976,3050,31138.83,2997,24808.5,1850,3
2945,164902,51500.88,2532,44806.72,482,337375.89,3951,92358.99,3879,388097.5,4634,2
1193,519005,24248.84,308,10077.37,223,170297.82,2178,18373.68,3042,108562.48,2221,1
1409,498653,35166.6,1260,211989.44,3406,316876.92,3324,96053.04,1647,167862.24,2352,2
7496,900943,72335.52,3156,12992,1015,24093.75,625,130843.8,4710,19113.72,447,3
6052,577990,7111.52,338,34465.75,415,207133.08,3092,282721.56,3223,280264.39,3199,3
25669,653996,106038.3,2330,33121.5,933,87216.48,2808,97222.86,3066,69580.3,2545,2
29978,429956,31362.78,727,238213.86,2397,170366.86,3698,133912.44,3726,281977.1,4066,1
3396,938218,143200.75,1505,232656.75,3975,92248.75,1375,102191.42,3638,122447.26,4262,3
9255,756037,296088.86,4222,450205.28,4843,252413.64,2637,224290.56,4992,68403.75,3145,2
27349,136241,50397.92,1307,178898.76,4077,158571.06,3557,18502.29,1479,99754.62,2289,3
6839,817497,69329.97,3303,52871.04,1096,69125.04,1467,379895.34,4141,230360.8,4040,2
5495,788114,53720.68,1751,82332.96,1032,202431.34,3254,80270.82,2394,18916.2,452,3
15080,864055,14891.76,666,111026.88,1368,245706.76,3449,107404.8,1920,38711.53,2783,2
14460,418360,25886.24,2108,39828.36,2743,21741.27,1059,75954.72,2764,229266,3525,1
28720,559314,156334.86,1674,115098.82,4274,165180.64,3727,22908.83,581,243690.14,4699,3
10946,497430,117921.05,2795,69105.51,4371,35584.44,412,172727.94,3234,341079.19,4201,3
17563,537935,98070.96,4472,158987,3676,18904.92,1839,42606.2,910,78909.6,880,2
11465,187913,173952.48,1828,235751.04,3024,31523.58,2871,152014.5,2475,208316,2741,3
21120,730201,115000.92,2451,210242.1,4478,12101.4,486,30464.85,3315,285701.61,3083,2
1574,300514,13142.4,1184,110011.16,4634,289778.04,4239,29864.03,2891,26711.5,1025,1
18884,466812,80375.19,2247,82712.34,2187,368280,4500,95567.22,1039,137918.4,1770,3
7149,881301,289722.16,4682,62501.19,919,202091.77,3331,11801.7,465,30394.44,636,3
15375,972043,313410.25,4031,58664.02,634,102516.92,1543,21341.08,254,22005.6,265,2
27509,756822,223664.13,3877,135728.1,2390,346682.99,4729,185879.1,2449,109541.64,1633,1
15503,424201,23963.85,305,13639.78,238,34761.88,1516,76894.08,4143,175890.28,2573,2
22564,482494,5516.7,777,44059.88,764,84823.31,2579,53317.44,4752,51707.84,698,1
8940,763493,237947,3700,436391.34,4774,307045.7,4010,71803.13,1421,84534,1825,1
16093,191158,85428,1080,168183.81,2763,63980.32,712,62220.76,701,42408,1425,2
3265,976125,132020,1610,226021.84,4444,174932.94,4179,15667.32,2859,18375.69,367,3
11575,241376,16425.36,168,76255,1010,19912.95,2329,346597.05,3923,115254.96,3372,1
7930,313341,46524.52,3391,17736.72,1578,329565.68,4744,81193.92,3984,143122.79,4577,1
27826,689889,293154.84,3258,435312.92,4354,144572.25,1955,346203.8,4502,280127.52,3384,3
3705,437289,26936.45,397,64812.33,3851,216420.42,3426,14659.8,530,283676.64,3497,2
8756,669845,160949,1634,291030.48,4216,40690.2,1858,169496.48,3001,49306.14,2223,1
15862,857729,172506.96,3156,132172.86,2341,149295.36,3264,94778.88,1312,52273.48,644,2
20629,655267,63164.28,732,38421.27,621,40939.58,758,97457.36,2434,68308.45,2401,2
16879,903337,1144.64,112,81230.88,1832,51282.88,1714,284365.2,2910,131498.06,1762,3
9521,130322,7163.46,306,92148.16,3536,8187.36,1383,60622.24,1916,255359.8,3956,2
17612,793220,79670.25,825,4619.64,562,143812.02,3387,17506.45,1495,68690.2,2270,3
16841,913330,87024,1568,61096.86,4707,318336.55,4585,185936.04,3852,75365.25,1725,3
3793,602216,84687.4,964,125764.8,2364,361576.26,4054,238330.68,4142,195617.25,3405,2
17996,858330,220030.32,4607,207897.18,3446,67748.8,1120,31386.6,1484,81222.7,2795,3
